,crop_path,painting_name,no_of_descriptors,no_of_matches,dist_median,dist_mean,dist_std,no_of_outliers,no_of_inliers,homography_norm,homography_det,directory,origin_painting,class,inliers_ratio,matches_ratio,inliers_to_descriptors_ratio,classification,set
46522,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_82.jpg,TheLandOfCockaigne,168,6.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.03571428571428571,0.0,0,train
2683,.\objects\paintings\TheAdorationOfTheKings\crops\person\TheAdorationOfTheKings15.jpg,TheProcessionToCalvary,158,4.0,,,,,0.0,,,paintings,TheAdorationOfTheKings,false,0.0,0.02531645569620253,0.0,0,train
48722,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_955.jpg,ChildrensGames,113,2.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.017699115044247787,0.0,0,train
8216,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary22.jpg,TheLandOfCockaigne,187,3.0,,,,,0.0,,,paintings,TheProcessionToCalvary,false,0.0,0.016042780748663103,0.0,0,train
612,.\objects\paintings\ChildrensGames\crops\person\ChildrensGames33.jpg,TheCornHarvest,157,4.0,,,,,0.0,,,paintings,ChildrensGames,false,0.0,0.025477707006369428,0.0,0,train
28333,.\objects\reproductions\TheCornHarvest\crops\person\TheCornHarvest_rep_120.jpg,TheTriumphOfTheDeath,246,2.0,,,,,0.0,,,reproductions,TheCornHarvest,false,0.0,0.008130081300813009,0.0,0,train
43328,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_660.jpg,TheWeddingDance,698,31.0,212.4523468017578,208.0239051080519,54.800721947667846,27.0,4.0,4000.766955856395,-171.43301127017557,reproductions,TheFightBetweenCarnivalAndLent,false,0.12903225806451613,0.044412607449856735,0.0057306590257879654,0,train
25127,.\objects\reproductions\MassacreOfTheInnocents\crops\person\MassacreOfTheInnocents_rep_825.jpg,TheFightBetweenCarnivalAndLent,58,2.0,,,,,0.0,,,reproductions,MassacreOfTheInnocents,false,0.0,0.034482758620689655,0.0,0,train
3321,.\objects\paintings\TheCornHarvest\crops\person\TheCornHarvest6.jpg,ThePeasantDance,165,4.0,,,,,0.0,,,paintings,TheCornHarvest,false,0.0,0.024242424242424242,0.0,0,train
71162,.\objects\reproductions\TheWeddingDance\crops\person\TheWeddingDance_rep_24.jpg,TheLandOfCockaigne,143,4.0,,,,,0.0,,,reproductions,TheWeddingDance,false,0.0,0.027972027972027972,0.0,0,train
17501,.\objects\reproductions\ChildrensGames\crops\person\ChildrensGames_rep_447.jpg,TheTriumphOfTheDeath,141,5.0,,,,,0.0,,,reproductions,ChildrensGames,false,0.0,0.03546099290780142,0.0,0,train
39412,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_247.jpg,MassacreOfTheInnocents,29,0.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.0,0.0,0,train
20670,.\objects\reproductions\MassacreOfTheInnocents\crops\person\MassacreOfTheInnocents_rep_235.jpg,TheWeddingDance,97,4.0,,,,,0.0,,,reproductions,MassacreOfTheInnocents,false,0.0,0.041237113402061855,0.0,0,train
56581,.\objects\reproductions\ThePeasantWedding\crops\person\ThePeasantWedding_rep_730.jpg,TheAdorationOfTheKings,102,8.0,,,,,0.0,,,reproductions,ThePeasantWedding,false,0.0,0.0784313725490196,0.0,0,train
15528,.\objects\reproductions\ChildrensGames\crops\person\ChildrensGames_rep_225.jpg,TheLandOfCockaigne,64,2.0,,,,,0.0,,,reproductions,ChildrensGames,false,0.0,0.03125,0.0,0,train
17661,.\objects\reproductions\ChildrensGames\crops\person\ChildrensGames_rep_456.jpg,TheTriumphOfTheDeath,477,6.0,,,,,0.0,,,reproductions,ChildrensGames,false,0.0,0.012578616352201259,0.0,0,train
19969,.\objects\reproductions\MassacreOfTheInnocents\crops\person\MassacreOfTheInnocents_rep_153.jpg,MadMeg,54,1.0,,,,,0.0,,,reproductions,MassacreOfTheInnocents,false,0.0,0.018518518518518517,0.0,0,train
32872,.\objects\reproductions\TheDutchProverbs\crops\person\TheDutchProverbs_rep_453.jpg,TheFallofTheRebelAngels,168,7.0,,,,,0.0,,,reproductions,TheDutchProverbs,false,0.0,0.041666666666666664,0.0,0,train
53083,.\objects\reproductions\ThePeasantWedding\crops\person\ThePeasantWedding_rep_139.jpg,ThePeasantDance,54,2.0,,,,,0.0,,,reproductions,ThePeasantWedding,false,0.0,0.037037037037037035,0.0,0,train
43157,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_651.jpg,TheAdorationOfTheKings,698,16.0,239.9757232666016,233.50897121429443,41.903886462961616,11.0,5.0,415.1031946115691,-0.0078932612121345,reproductions,TheFightBetweenCarnivalAndLent,false,0.3125,0.022922636103151862,0.0071633237822349575,0,train
75715,.\objects\reproductions\TheWineOfSaintMartinsDay\crops\person\TheWineOfSaintMartinDay_rep_336.jpg,ChildrensGames,120,7.0,,,,,0.0,,,reproductions,TheWineOfSaintMartinsDay,false,0.0,0.058333333333333334,0.0,0,train
13018,.\objects\reproductions\ChildrensGames\crops\person\ChildrensGames_rep_077.jpg,ThePeasantWedding,10,0.0,,,,,0.0,,,reproductions,ChildrensGames,false,0.0,0.0,0.0,0,train
62380,.\objects\reproductions\TheProcessionToCalvary\crops\person\TheProcessionToCalvary_rep_410.jpg,ThePeasantWedding,121,0.0,,,,,0.0,,,reproductions,TheProcessionToCalvary,false,0.0,0.0,0.0,0,train
60850,.\objects\reproductions\TheProcessionToCalvary\crops\person\TheProcessionToCalvary_rep_276.jpg,ChildrensGames,86,1.0,,,,,0.0,,,reproductions,TheProcessionToCalvary,false,0.0,0.011627906976744186,0.0,0,train
48931,.\objects\reproductions\TheLandOfCockaigne\crops\person\TheLandOfCockaigne_rep_06.jpg,MadMeg,42,2.0,,,,,0.0,,,reproductions,TheLandOfCockaigne,false,0.0,0.047619047619047616,0.0,0,train
5613,.\objects\paintings\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent61.jpg,TheTriumphOfTheDeath,323,2.0,,,,,0.0,,,paintings,TheFightBetweenCarnivalAndLent,false,0.0,0.006191950464396285,0.0,0,train
21408,.\objects\reproductions\MassacreOfTheInnocents\crops\person\MassacreOfTheInnocents_rep_337.jpg,ChildrensGames,449,28.0,152.08411407470703,159.92857497079032,59.305153858899935,22.0,6.0,3113.4882645653624,0.0576975216445281,reproductions,MassacreOfTheInnocents,false,0.21428571428571427,0.062360801781737196,0.013363028953229399,0,train
71320,.\objects\reproductions\TheWeddingDance\crops\person\TheWeddingDance_rep_313.jpg,TheFallofTheRebelAngels,748,30.0,205.68479919433597,203.24072392781576,52.27020741944034,25.0,5.0,7218.127919154529,-1591.9081454357747,reproductions,TheWeddingDance,false,0.16666666666666666,0.040106951871657755,0.0066844919786096255,0,train
23310,.\objects\reproductions\MassacreOfTheInnocents\crops\person\MassacreOfTheInnocents_rep_554.jpg,TheWeddingDance,167,13.0,203.0664978027344,186.3425122774564,45.0683997914584,8.0,5.0,1216.9508222759375,0.0552156659629891,reproductions,MassacreOfTheInnocents,false,0.38461538461538464,0.07784431137724551,0.029940119760479042,0,train
25,.\objects\paintings\ChildrensGames\crops\person\ChildrensGames10.jpg,ThePeasantDance,253,9.0,,,,,0.0,,,paintings,ChildrensGames,false,0.0,0.03557312252964427,0.0,0,train
57314,.\objects\reproductions\ThePeasantWedding\crops\person\ThePeasantWedding_rep_825.jpg,ChildrensGames,108,1.0,,,,,0.0,,,reproductions,ThePeasantWedding,false,0.0,0.009259259259259259,0.0,0,train
3330,.\objects\paintings\TheCornHarvest\crops\person\TheCornHarvest7.jpg,MassacreOfTheInnocents,40,0.0,,,,,0.0,,,paintings,TheCornHarvest,false,0.0,0.0,0.0,0,train
18851,.\objects\reproductions\MassacreOfTheInnocents\crops\person\MassacreOfTheInnocents_rep_024.jpg,TheAdorationOfTheKings,74,5.0,,,,,0.0,,,reproductions,MassacreOfTheInnocents,false,0.0,0.06756756756756757,0.0,0,train
31932,.\objects\reproductions\TheDutchProverbs\crops\person\TheDutchProverbs_rep_346.jpg,ThePeasantWedding,66,0.0,,,,,0.0,,,reproductions,TheDutchProverbs,false,0.0,0.0,0.0,0,train
28563,.\objects\reproductions\TheDutchProverbs\crops\person\TheDutchProverbs_rep_010.jpg,MassacreOfTheInnocents,169,8.0,,,,,0.0,,,reproductions,TheDutchProverbs,false,0.0,0.047337278106508875,0.0,0,train
28295,.\objects\reproductions\TheCornHarvest\crops\person\TheCornHarvest_rep_119.jpg,TheFightBetweenCarnivalAndLent,8,0.0,,,,,0.0,,,reproductions,TheCornHarvest,false,0.0,0.0,0.0,0,train
18188,.\objects\reproductions\MadMeg\crops\person\MadMeg_rep_13.jpg,TheSermonOfSaintJohnTheBaptist,64,0.0,,,,,0.0,,,reproductions,MadMeg,false,0.0,0.0,0.0,0,train
64399,.\objects\reproductions\TheSermonOfSaintJohnTheBaptist\crops\person\TheSermonOfTheSaintJohnTheBaptist_rep_039.jpg,TheTriumphOfTheDeath,408,13.0,166.12344360351562,173.7724380493164,61.25973268615239,9.0,4.0,22366.42690398527,43687.12361996613,reproductions,TheSermonOfSaintJohnTheBaptist,false,0.3076923076923077,0.031862745098039214,0.00980392156862745,0,train
26256,.\objects\reproductions\TheAdorationOfTheKings\crops\person\TheAdorationOfTheKings_rep_110.jpg,ChildrensGames,311,9.0,,,,,0.0,,,reproductions,TheAdorationOfTheKings,false,0.0,0.028938906752411574,0.0,0,train
57618,.\objects\reproductions\TheProcessionToCalvary\crops\person\TheProcessionTCalvary_rep_014.jpg,ChildrensGames,44,1.0,,,,,0.0,,,reproductions,TheProcessionToCalvary,false,0.0,0.022727272727272728,0.0,0,train
53976,.\objects\reproductions\ThePeasantWedding\crops\person\ThePeasantWedding_rep_233.jpg,TheFallofTheRebelAngels,746,31.0,138.7912139892578,158.2208980437248,52.04916145910671,27.0,4.0,70243.50454672238,-6272462.361954408,reproductions,ThePeasantWedding,false,0.12903225806451613,0.04155495978552279,0.005361930294906166,0,train
19763,.\objects\reproductions\MassacreOfTheInnocents\crops\person\MassacreOfTheInnocents_rep_141.jpg,TheAdorationOfTheKings,129,7.0,,,,,0.0,,,reproductions,MassacreOfTheInnocents,false,0.0,0.05426356589147287,0.0,0,train
6334,.\objects\paintings\TheLandOfCockaigne\crops\person\TheLandOfCockaigne4.jpg,TheWeddingDance,3340,80.0,214.2354888916016,215.42553005218505,40.07388644542917,75.0,5.0,106.04864571974512,-9.4408340072349,paintings,TheLandOfCockaigne,false,0.0625,0.023952095808383235,0.0014970059880239522,0,train
17310,.\objects\reproductions\ChildrensGames\crops\person\ChildrensGames_rep_436.jpg,TheWeddingDance,100,1.0,,,,,0.0,,,reproductions,ChildrensGames,false,0.0,0.01,0.0,0,train
22019,.\objects\reproductions\MassacreOfTheInnocents\crops\person\MassacreOfTheInnocents_rep_422.jpg,TheAdorationOfTheKings,216,6.0,,,,,0.0,,,reproductions,MassacreOfTheInnocents,false,0.0,0.027777777777777776,0.0,0,train
39618,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_26.jpg,ChildrensGames,126,1.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.007936507936507936,0.0,0,train
13762,.\objects\reproductions\ChildrensGames\crops\person\ChildrensGames_rep_125.jpg,MassacreOfTheInnocents,1968,52.0,232.48751831054688,220.01968295757587,49.3054894556756,46.0,6.0,653.4151006702342,0.7099941888820618,reproductions,ChildrensGames,false,0.11538461538461539,0.026422764227642278,0.003048780487804878,0,train
2577,.\objects\paintings\TheAdorationOfTheKings\crops\person\TheAdorationOfTheKings.jpg,MadMeg,165,9.0,,,,,0.0,,,paintings,TheAdorationOfTheKings,false,0.0,0.05454545454545454,0.0,0,train
3558,.\objects\paintings\TheDutchProverbs\crops\person\TheDutchProverbs2.jpg,TheFallofTheRebelAngels,8296,228.0,207.78827667236328,195.44282386177463,54.96898575709933,221.0,7.0,915.0731597257458,0.2481854978097338,paintings,TheDutchProverbs,false,0.03070175438596491,0.027483124397299902,0.0008437801350048216,0,train
70748,.\objects\reproductions\TheWeddingDance\crops\person\TheWeddingDance_rep_14.jpg,ThePeasantWedding,1382,34.0,205.8009262084961,183.21995544433597,63.76270586146333,30.0,4.0,2896.8099898752275,0.0002346003446201,reproductions,TheWeddingDance,false,0.11764705882352941,0.024602026049204053,0.002894356005788712,0,train
58886,.\objects\reproductions\TheProcessionToCalvary\crops\person\TheProcessionToCalvary_rep_16.jpg,TheCornHarvest,230,10.0,243.14268493652344,233.0865692138672,31.17773083758246,6.0,4.0,2499.5028403165284,-80.43084857506865,reproductions,TheProcessionToCalvary,false,0.4,0.043478260869565216,0.017391304347826087,0,train
11193,.\objects\paintings\TheWineOfSaintMartinsDay\crops\person\TheWineOfSaintMartinsDay39.jpg,ThePeasantDance,107,3.0,,,,,0.0,,,paintings,TheWineOfSaintMartinsDay,false,0.0,0.028037383177570093,0.0,0,train
45898,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_8109.jpg,TheLandOfCockaigne,471,4.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.008492569002123142,0.0,0,train
76389,.\objects\reproductions\TheWineOfSaintMartinsDay\crops\person\TheWineOfSaintMartinDay_rep_437.jpg,TheWeddingDance,46,2.0,,,,,0.0,,,reproductions,TheWineOfSaintMartinsDay,false,0.0,0.043478260869565216,0.0,0,train
1549,.\objects\paintings\ChildrensGames\crops\person\ChildrensGames86.jpg,TheTriumphOfTheDeath,255,3.0,,,,,0.0,,,paintings,ChildrensGames,false,0.0,0.011764705882352941,0.0,0,train
20519,.\objects\reproductions\MassacreOfTheInnocents\crops\person\MassacreOfTheInnocents_rep_227.jpg,TheFightBetweenCarnivalAndLent,71,3.0,,,,,0.0,,,reproductions,MassacreOfTheInnocents,false,0.0,0.04225352112676056,0.0,0,train
21834,.\objects\reproductions\MassacreOfTheInnocents\crops\person\MassacreOfTheInnocents_rep_411.jpg,ThePeasantWedding,58,2.0,,,,,0.0,,,reproductions,MassacreOfTheInnocents,false,0.0,0.034482758620689655,0.0,0,train
67108,.\objects\reproductions\TheSermonOfSaintJohnTheBaptist\crops\person\TheSermonOfTheSaintJohnTheBaptist_rep_52.jpg,MassacreOfTheInnocents,153,5.0,,,,,0.0,,,reproductions,TheSermonOfSaintJohnTheBaptist,false,0.0,0.032679738562091505,0.0,0,train
65492,.\objects\reproductions\TheSermonOfSaintJohnTheBaptist\crops\person\TheSermonOfTheSaintJohnTheBaptist_rep_221.jpg,MassacreOfTheInnocents,37,1.0,,,,,0.0,,,reproductions,TheSermonOfSaintJohnTheBaptist,false,0.0,0.02702702702702703,0.0,0,train
68452,.\objects\reproductions\TheTriumphOfTheDeath\crops\person\TheTriumphOfDeath_rep_130.jpg,MassacreOfTheInnocents,275,6.0,,,,,0.0,,,reproductions,TheTriumphOfTheDeath,false,0.0,0.02181818181818182,0.0,0,train
58089,.\objects\reproductions\TheProcessionToCalvary\crops\person\TheProcessionToCalvary_rep_114.jpg,TheFightBetweenCarnivalAndLent,191,6.0,,,,,0.0,,,reproductions,TheProcessionToCalvary,false,0.0,0.031413612565445025,0.0,0,train
16479,.\objects\reproductions\ChildrensGames\crops\person\ChildrensGames_rep_279.jpg,TheWineOfSaintMartinsDay,147,0.0,,,,,0.0,,,reproductions,ChildrensGames,false,0.0,0.0,0.0,0,train
30942,.\objects\reproductions\TheDutchProverbs\crops\person\TheDutchProverbs_rep_223.jpg,TheSermonOfSaintJohnTheBaptist,438,15.0,205.64532470703125,199.60047200520836,45.68061530719682,11.0,4.0,4791.341852986224,1.220717096470441,reproductions,TheDutchProverbs,false,0.26666666666666666,0.03424657534246575,0.0091324200913242,0,train
37025,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_1105.jpg,TheWineOfSaintMartinsDay,586,14.0,198.63638305664065,199.7707029070173,35.19569330976994,10.0,4.0,992.5555293133046,19.37393683649813,reproductions,TheFightBetweenCarnivalAndLent,false,0.2857142857142857,0.023890784982935155,0.006825938566552901,0,train
69250,.\objects\reproductions\TheTriumphOfTheDeath\crops\person\TheTriumphOfDeath_rep_176.jpg,ChildrensGames,238,6.0,,,,,0.0,,,reproductions,TheTriumphOfTheDeath,false,0.0,0.025210084033613446,0.0,0,train
14111,.\objects\reproductions\ChildrensGames\crops\person\ChildrensGames_rep_144.jpg,TheWineOfSaintMartinsDay,428,21.0,184.493896484375,189.38729386102585,41.71245061742258,17.0,4.0,1879.9745586205888,-2.5918867658657323,reproductions,ChildrensGames,false,0.19047619047619047,0.04906542056074766,0.009345794392523364,0,train
15889,.\objects\reproductions\ChildrensGames\crops\person\ChildrensGames_rep_246.jpg,MadMeg,135,5.0,,,,,0.0,,,reproductions,ChildrensGames,false,0.0,0.037037037037037035,0.0,0,train
38576,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_189.jpg,TheWeddingDance,286,6.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.02097902097902098,0.0,0,train
44307,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_72.jpg,MadMeg,83,2.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.024096385542168676,0.0,0,train
8355,.\objects\paintings\TheProcessionToCalvary\crops\person\TheProcessionToCalvary30.jpg,TheAdorationOfTheKings,278,6.0,,,,,0.0,,,paintings,TheProcessionToCalvary,false,0.0,0.02158273381294964,0.0,0,train
64916,.\objects\reproductions\TheSermonOfSaintJohnTheBaptist\crops\person\TheSermonOfTheSaintJohnTheBaptist_rep_124.jpg,MassacreOfTheInnocents,205,11.0,188.36135864257807,184.85646958784625,44.499176519189895,7.0,4.0,1215.1757257875263,-0.2784904221636177,reproductions,TheSermonOfSaintJohnTheBaptist,false,0.36363636363636365,0.05365853658536585,0.01951219512195122,0,train
48973,.\objects\reproductions\TheLandOfCockaigne\crops\person\TheLandOfCockaigne_rep_12.jpg,TheProcessionToCalvary,63,3.0,,,,,0.0,,,reproductions,TheLandOfCockaigne,false,0.0,0.047619047619047616,0.0,0,train
56223,.\objects\reproductions\ThePeasantWedding\crops\person\ThePeasantWedding_rep_7.jpg,TheTriumphOfTheDeath,27,0.0,,,,,0.0,,,reproductions,ThePeasantWedding,false,0.0,0.0,0.0,0,train
17921,.\objects\reproductions\ChildrensGames\crops\person\ChildrensGames_rep_471.jpg,MadMeg,341,13.0,211.05686950683597,204.29181025578424,40.29805077334457,9.0,4.0,1141.8341811556363,3.7725509223223415,reproductions,ChildrensGames,false,0.3076923076923077,0.03812316715542522,0.011730205278592375,0,train
70139,.\objects\reproductions\TheWeddingDance\crops\person\TheWeddingDance_rep_028.jpg,ThePeasantDance,156,5.0,,,,,0.0,,,reproductions,TheWeddingDance,false,0.0,0.03205128205128205,0.0,0,train
23567,.\objects\reproductions\MassacreOfTheInnocents\crops\person\MassacreOfTheInnocents_rep_618.jpg,TheWineOfSaintMartinsDay,493,12.0,265.2109069824219,245.3010711669922,40.69562841512981,8.0,4.0,246677.63965673203,-1105707951.0328734,reproductions,MassacreOfTheInnocents,false,0.3333333333333333,0.02434077079107505,0.008113590263691683,0,train
46478,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_817.jpg,TheSermonOfSaintJohnTheBaptist,513,8.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.015594541910331383,0.0,0,train
49743,.\objects\reproductions\ThePeasantDance\crops\person\ThePeasantDance_rep_041.jpg,TheTriumphOfTheDeath,522,12.0,209.0972442626953,199.8077786763509,29.229302948610616,8.0,4.0,4274.0943344383095,-4.383446101830679,reproductions,ThePeasantDance,false,0.3333333333333333,0.022988505747126436,0.007662835249042145,0,train
44085,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_7103.jpg,TheAdorationOfTheKings,68,2.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.029411764705882353,0.0,0,train
32370,.\objects\reproductions\TheDutchProverbs\crops\person\TheDutchProverbs_rep_425.jpg,ChildrensGames,152,3.0,,,,,0.0,,,reproductions,TheDutchProverbs,false,0.0,0.019736842105263157,0.0,0,train
23797,.\objects\reproductions\MassacreOfTheInnocents\crops\person\MassacreOfTheInnocents_rep_631.jpg,TheDutchProverbs,234,7.0,,,,,0.0,,,reproductions,MassacreOfTheInnocents,false,0.0,0.029914529914529916,0.0,0,train
68916,.\objects\reproductions\TheTriumphOfTheDeath\crops\person\TheTriumphOfDeath_rep_157.jpg,MassacreOfTheInnocents,984,30.0,224.02484893798828,218.04667180379232,49.9878235332322,25.0,5.0,560.4869029410495,1.5576753932070343e-05,reproductions,TheTriumphOfTheDeath,false,0.16666666666666666,0.03048780487804878,0.00508130081300813,0,train
69138,.\objects\reproductions\TheTriumphOfTheDeath\crops\person\TheTriumphOfDeath_rep_17.jpg,ChildrensGames,166,3.0,,,,,0.0,,,reproductions,TheTriumphOfTheDeath,false,0.0,0.018072289156626505,0.0,0,train
73456,.\objects\reproductions\TheWineOfSaintMartinsDay\crops\person\TheWineOfSaintMartinDay_rep_144.jpg,TheTriumphOfTheDeath,51,0.0,,,,,0.0,,,reproductions,TheWineOfSaintMartinsDay,false,0.0,0.0,0.0,0,train
38791,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_211.jpg,TheDutchProverbs,24,0.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.0,0.0,0,train
65477,.\objects\reproductions\TheSermonOfSaintJohnTheBaptist\crops\person\TheSermonOfTheSaintJohnTheBaptist_rep_220.jpg,TheAdorationOfTheKings,59,4.0,,,,,0.0,,,reproductions,TheSermonOfSaintJohnTheBaptist,false,0.0,0.06779661016949153,0.0,0,train
25322,.\objects\reproductions\MassacreOfTheInnocents\crops\person\MassacreOfTheInnocents_rep_836.jpg,ThePeasantWedding,103,1.0,,,,,0.0,,,reproductions,MassacreOfTheInnocents,false,0.0,0.009708737864077669,0.0,0,train
31290,.\objects\reproductions\TheDutchProverbs\crops\person\TheDutchProverbs_rep_3.jpg,TheLandOfCockaigne,69,0.0,,,,,0.0,,,reproductions,TheDutchProverbs,false,0.0,0.0,0.0,0,train
35354,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_10121.jpg,TheLandOfCockaigne,796,17.0,197.1344757080078,190.65935561236213,34.97744419569947,13.0,4.0,1253.2095104153257,-0.0009867724768808,reproductions,TheFightBetweenCarnivalAndLent,false,0.23529411764705882,0.02135678391959799,0.005025125628140704,0,train
48969,.\objects\reproductions\TheLandOfCockaigne\crops\person\TheLandOfCockaigne_rep_12.jpg,TheFightBetweenCarnivalAndLent,63,1.0,,,,,0.0,,,reproductions,TheLandOfCockaigne,false,0.0,0.015873015873015872,0.0,0,train
22281,.\objects\reproductions\MassacreOfTheInnocents\crops\person\MassacreOfTheInnocents_rep_437.jpg,ThePeasantDance,50,7.0,,,,,0.0,,,reproductions,MassacreOfTheInnocents,false,0.0,0.14,0.0,0,train
50802,.\objects\reproductions\ThePeasantDance\crops\person\ThePeasantDance_rep_231.jpg,ChildrensGames,152,2.0,,,,,0.0,,,reproductions,ThePeasantDance,false,0.0,0.013157894736842105,0.0,0,train
69961,.\objects\reproductions\TheWeddingDance\crops\person\TheWeddingDance_rep_018.jpg,TheFightBetweenCarnivalAndLent,41,1.0,,,,,0.0,,,reproductions,TheWeddingDance,false,0.0,0.024390243902439025,0.0,0,train
42928,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_638.jpg,TheWeddingDance,218,6.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.027522935779816515,0.0,0,train
74889,.\objects\reproductions\TheWineOfSaintMartinsDay\crops\person\TheWineOfSaintMartinDay_rep_25.jpg,TheFallofTheRebelAngels,91,3.0,,,,,0.0,,,reproductions,TheWineOfSaintMartinsDay,false,0.0,0.03296703296703297,0.0,0,train
36496,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_1075.jpg,TheWeddingDance,255,8.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.03137254901960784,0.0,0,train
25504,.\objects\reproductions\MassacreOfTheInnocents\crops\person\MassacreOfTheInnocents_rep_847.jpg,ChildrensGames,99,1.0,,,,,0.0,,,reproductions,MassacreOfTheInnocents,false,0.0,0.010101010101010102,0.0,0,train
35009,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_10101.jpg,TheWineOfSaintMartinsDay,272,5.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.01838235294117647,0.0,0,train
30497,.\objects\reproductions\TheDutchProverbs\crops\person\TheDutchProverbs_rep_166.jpg,TheWineOfSaintMartinsDay,28,1.0,,,,,0.0,,,reproductions,TheDutchProverbs,false,0.0,0.03571428571428571,0.0,0,train
59423,.\objects\reproductions\TheProcessionToCalvary\crops\person\TheProcessionToCalvary_rep_2106.jpg,TheTriumphOfTheDeath,178,2.0,,,,,0.0,,,reproductions,TheProcessionToCalvary,false,0.0,0.011235955056179775,0.0,0,train
56557,.\objects\reproductions\ThePeasantWedding\crops\person\ThePeasantWedding_rep_729.jpg,TheProcessionToCalvary,34,0.0,,,,,0.0,,,reproductions,ThePeasantWedding,false,0.0,0.0,0.0,0,train
59999,.\objects\reproductions\TheProcessionToCalvary\crops\person\TheProcessionToCalvary_rep_227.jpg,TheTriumphOfTheDeath,328,3.0,,,,,0.0,,,reproductions,TheProcessionToCalvary,false,0.0,0.009146341463414634,0.0,0,train
64140,.\objects\reproductions\TheSermonOfSaintJohnTheBaptist\crops\person\TheSermonOfTheSaintJohnTheBaptist_rep_024.jpg,ThePeasantWedding,205,5.0,,,,,0.0,,,reproductions,TheSermonOfSaintJohnTheBaptist,false,0.0,0.024390243902439025,0.0,0,train
1368,.\objects\paintings\ChildrensGames\crops\person\ChildrensGames76.jpg,TheLandOfCockaigne,81,2.0,,,,,0.0,,,paintings,ChildrensGames,false,0.0,0.024691358024691357,0.0,0,train
71224,.\objects\reproductions\TheWeddingDance\crops\person\TheWeddingDance_rep_28.jpg,TheFallofTheRebelAngels,28,0.0,,,,,0.0,,,reproductions,TheWeddingDance,false,0.0,0.0,0.0,0,train
48261,.\objects\reproductions\TheFightBetweenCarnivalAndLent\crops\person\TheFightBetweenCarnivalAndLent_rep_929.jpg,TheAdorationOfTheKings,253,8.0,,,,,0.0,,,reproductions,TheFightBetweenCarnivalAndLent,false,0.0,0.03162055335968379,0.0,0,train
66054,.\objects\reproductions\TheSermonOfSaintJohnTheBaptist\crops\person\TheSermonOfTheSaintJohnTheBaptist_rep_27.jpg,TheCornHarvest,165,6.0,,,,,0.0,,,reproductions,TheSermonOfSaintJohnTheBaptist,false,0.0,0.03636363636363636,0.0,0,train
